FIPS,Admin2,Province_State,Country_Region,Lat,Long_,Confirmed,Deaths,Recovered,Active
18151,Steuben,Indiana,US,41.64423868,-85.00101094,23,1,0,22
42127,Wayne,Pennsylvania,US,41.64938475,-75.29956506,100,5,0,95
56001,Albany,Wyoming,US,41.65498705,-105.7235415,8,0,0,8
56037,Sweetwater,Wyoming,US,41.65943896,-108.8827882,18,0,0,18
44003,Kent,Rhode Island,US,41.67106337,-71.57641596,622,0,0,622
19103,Johnson,Iowa,US,41.67169354,-91.58754744,461,6,0,455
19085,Harrison,Iowa,US,41.68330137,-95.81558439,16,0,0,16
19077,Guthrie,Iowa,US,41.68378965,-94.50111014,12,0,0,12
19009,Audubon,Iowa,US,41.6844628,-94.90581859,1,0,0,1
42039,Crawford,Pennsylvania,US,41.68447709,-80.10760592,19,0,0,19
19165,Shelby,Iowa,US,41.6850066,-95.31015553,9,0,0,9
19049,Dallas,Iowa,US,41.68560356,-94.04127625,318,0,0,318
19099,Jasper,Iowa,US,41.68576082,-93.05567785,130,1,0,129
19157,Poweshiek,Iowa,US,41.68625425,-92.53155731,56,2,0,54
19095,Iowa,Iowa,US,41.68630265,-92.0643373,19,0,0,19
19153,Polk,Iowa,US,41.68679484,-93.57767461,985,35,0,950
56007,Carbon,Wyoming,US,41.69357844,-106.9326084,4,0,0,4
39085,Lake,Ohio,US,41.69710807,-81.23676539,168,7,0,161
39007,Ashtabula,Ohio,US,41.70860332,-80.74830218,126,15,0,111
44001,Bristol,Rhode Island,US,41.71018079,-71.28652315,143,0,0,143
36105,Sullivan,New York,US,41.71579493,-74.76394559,838,22,0,816
31123,Morrill,Nebraska,US,41.71711774,-103.0061405,1,0,0,1
25001,Barnstable,Massachusetts,US,41.72980578,-70.28854339,860,43,0,817
6015,Del Norte,California,US,41.74228275,-123.8974063,3,0,0,3
42105,Potter,Pennsylvania,US,41.74471626,-77.89559864,4,0,0,4
17103,Lee,Illinois,US,41.74583951,-89.29977132,24,0,0,24
17195,Whiteside,Illinois,US,41.75509713,-89.91556058,84,5,0,79
36027,Dutchess,New York,US,41.7648606,-73.74356679,2954,37,0,2917
19031,Cedar,Iowa,US,41.77233777,-91.13246684,29,0,0,29
42117,Tioga,Pennsylvania,US,41.77255149,-77.25433032,16,1,0,15
42015,Bradford,Pennsylvania,US,41.78869215,-76.51570822,31,2,0,29
25005,Bristol,Massachusetts,US,41.79228404,-71.10872211,3580,172,0,3408
9005,Litchfield,Connecticut,US,41.7937534,-73.2451475,963,80,0,883
9003,Hartford,Connecticut,US,41.80283011,-72.73103891,5601,698,0,4903
42083,McKean,Pennsylvania,US,41.80938602,-78.56478358,6,0,0,6
42123,Warren,Pennsylvania,US,41.81304978,-79.26969577,1,0,0,1
42115,Susquehanna,Pennsylvania,US,41.82147784,-75.80071959,84,8,0,76
9015,Windham,Connecticut,US,41.82972709,-71.98182316,186,2,0,184
17031,Cook,Illinois,US,41.84144849,-87.81658794,36513,1607,0,34906
31021,Burt,Nebraska,US,41.85056773,-96.32605633,3,0,0,3
31157,Scotts Bluff,Nebraska,US,41.85070896,-103.7080986,29,0,0,29
17043,DuPage,Illinois,US,41.85116968,-88.08642662,3081,163,0,2918
9013,Tolland,Connecticut,US,41.85853803,-72.3308481,437,36,0,401
44007,Providence,Rhode Island,US,41.87064746,-71.57753536,6290,0,0,6290
,,,Italy,41.87194,12.56738,205463,27967,75945,101551
26059,Hillsdale,Michigan,US,41.88753639,-84.59312019,125,17,0,108
36111,Ulster,New York,US,41.89027881,-74.26252104,1279,30,0,1249
17037,DeKalb,Illinois,US,41.89373302,-88.76958483,95,1,0,94
26091,Lenawee,Michigan,US,41.89475156,-84.06603727,93,2,0,91
19045,Clinton,Iowa,US,41.89981633,-90.53275096,48,1,0,47
,,,Holy See,41.9029,12.4534,11,0,2,9
26149,St. Joseph,Michigan,US,41.91441767,-85.52797979,32,1,0,31
26027,Cass,Michigan,US,41.91522292,-85.99405727,31,2,0,29
26023,Branch,Michigan,US,41.91600556,-85.05929476,63,2,0,61
31039,Cuming,Nebraska,US,41.91637624,-96.78730772,6,0,0,6
31119,Madison,Nebraska,US,41.91676024,-97.6005481,115,3,0,112
31167,Stanton,Nebraska,US,41.9169835,-97.19394708,5,0,0,5
26115,Monroe,Michigan,US,41.92734151,-83.53749864,287,12,0,275
17089,Kane,Illinois,US,41.93842729,-88.42861412,1526,48,0,1478
25023,Plymouth,Massachusetts,US,41.94070556,-70.80802823,5083,285,0,4798
26021,Berrien,Michigan,US,41.95447397,-86.4131308,248,15,0,233
42049,Erie,Pennsylvania,US,41.99253829,-80.03301954,87,2,0,85
19127,Marshall,Iowa,US,42.03586837,-92.9990819,467,2,0,465
19073,Greene,Iowa,US,42.03614551,-94.39658081,5,0,0,5
19027,Carroll,Iowa,US,42.03617207,-94.86032705,2,0,0,2
19169,Story,Iowa,US,42.03621213,-93.46499005,27,1,0,26
19015,Boone,Iowa,US,42.03657094,-93.9313999,12,0,0,12
19047,Crawford,Iowa,US,42.03718237,-95.3819718,21,1,0,20
17141,Ogle,Illinois,US,42.04165196,-89.32184679,119,1,0,118
19133,Monona,Iowa,US,42.05220391,-95.95743843,7,0,0,7
17015,Carroll,Illinois,US,42.06823429,-89.93395545,9,2,0,7
19113,Linn,Iowa,US,42.07923082,-91.59809485,669,43,0,626
19171,Tama,Iowa,US,42.07991767,-92.53266945,266,7,0,259
19011,Benton,Iowa,US,42.08011739,-92.06463573,31,1,0,30
56015,Goshen,Wyoming,US,42.08798185,-104.3534743,4,0,0,4
19105,Jones,Iowa,US,42.12118609,-91.13139641,21,0,0,21
56031,Platte,Wyoming,US,42.13299116,-104.966331,0,0,0,0
25013,Hampden,Massachusetts,US,42.13440424,-72.63235561,3777,373,0,3404
36015,Chemung,New York,US,42.13891056,-76.7638805,122,1,0,121
31173,Thurston,Nebraska,US,42.15725356,-96.54157099,4,0,0,4
36007,Broome,New York,US,42.15903158,-75.81326086,284,22,0,262
25021,Norfolk,Massachusetts,US,42.16073095,-71.20530408,5896,499,0,5397
36107,Tioga,New York,US,42.16852837,-76.30835812,88,10,0,78
19097,Jackson,Iowa,US,42.17178824,-90.57354837,5,0,0,5
31003,Antelope,Nebraska,US,42.17695516,-98.0666283,2,0,0,2
36025,Delaware,New York,US,42.19837623,-74.96709306,61,4,0,57
31179,Wayne,Nebraska,US,42.20934475,-97.11926964,1,0,0,1
31013,Box Butte,Nebraska,US,42.22079243,-103.0878834,1,0,0,1
36013,Chautauqua,New York,US,42.2276921,-79.36691763,33,3,0,30
26077,Kalamazoo,Michigan,US,42.24542231,-85.53038622,364,13,0,351
26025,Calhoun,Michigan,US,42.24633834,-85.00493569,228,13,0,215
36009,Cattaraugus,New York,US,42.24778241,-78.67923096,47,0,0,47
26075,Jackson,Michigan,US,42.24807035,-84.42258681,364,22,0,342
36021,Columbia,New York,US,42.24819348,-73.63089095,170,13,0,157
26159,Van Buren,Michigan,US,42.25190229,-86.01939087,49,2,0,47
26161,Washtenaw,Michigan,US,42.253105,-83.83853204,1075,61,0,1014
36003,Allegany,New York,US,42.25748406,-78.02750466,35,2,0,33
56023,Lincoln,Wyoming,US,42.26376367,-110.6563997,9,0,0,9
31139,Pierce,Nebraska,US,42.26434853,-97.60122773,1,0,0,1
36101,Steuben,New York,US,42.2689144,-77.3829924,216,35,0,181
36039,Greene,New York,US,42.275797,-74.12384884,131,5,0,126
26163,Wayne,Michigan,US,42.28098405,-83.281255,16729,1782,0,14947
16031,Cassia,Idaho,US,42.28347888,-113.6012409,12,1,0,11
,,,Georgia,42.3154,43.3569,539,6,184,349
17097,Lake,Illinois,US,42.3224907,-88.00367925,3509,138,0,3371
17007,Boone,Illinois,US,42.32359279,-88.82345779,98,9,0,89
17111,McHenry,Illinois,US,42.32451172,-88.45248227,621,34,0,587
25025,Suffolk,Massachusetts,US,42.3279514,-71.07850442,12890,524,0,12366
17201,Winnebago,Illinois,US,42.33641854,-89.16085327,442,11,0,431
25015,Hampshire,Massachusetts,US,42.33997957,-72.65898478,546,30,0,516
25027,Worcester,Massachusetts,US,42.35026951,-71.90493363,5550,265,0,5285
17177,Stephenson,Illinois,US,42.35129217,-89.662598,35,0,0,35
16083,Twin Falls,Idaho,US,42.35440512,-114.6685381,170,11,0,159
17085,Jo Daviess,Illinois,US,42.36542373,-90.21094405,13,0,0,13
41033,Josephine,Oregon,US,42.3665549,-123.5561938,20,1,0,19
25003,Berkshire,Massachusetts,US,42.37428441,-73.20524838,442,35,0,407
19083,Hardin,Iowa,US,42.38353877,-93.23654611,8,0,0,8
19079,Hamilton,Iowa,US,42.38382428,-93.70197703,7,0,0,7
19193,Woodbury,Iowa,US,42.38979414,-96.0459439,742,1,0,741
31043,Dakota,Nebraska,US,42.39040144,-96.56656425,656,1,0,655
36097,Schuyler,New York,US,42.39184015,-76.8773299,7,0,0,7
19075,Grundy,Iowa,US,42.40183723,-92.78829551,11,0,0,11
19187,Webster,Iowa,US,42.42853483,-94.17987389,5,0,0,5
41029,Jackson,Oregon,US,42.43201126,-122.7289309,49,0,0,49
36109,Tompkins,New York,US,42.44945765,-76.47229843,128,0,0,128
41015,Curry,Oregon,US,42.45911325,-124.157282,4,0,0,4
19061,Dubuque,Iowa,US,42.46815349,-90.88181925,102,4,0,98
19013,Black Hawk,Iowa,US,42.4704581,-92.30524729,1140,13,0,1127
19019,Buchanan,Iowa,US,42.4709188,-91.83510825,17,0,0,17
19055,Delaware,Iowa,US,42.47104597,-91.3664492,8,0,0,8
25017,Middlesex,Massachusetts,US,42.48607732,-71.39049229,14208,845,0,13363
31051,Dixon,Nebraska,US,42.49188363,-96.86782408,7,0,0,7
36017,Chenango,New York,US,42.49430041,-75.60887553,98,0,0,98
,,,Andorra,42.5063,1.5218,745,42,468,235
31031,Cherry,Nebraska,US,42.54502621,-101.1244332,1,0,0,1
55059,Kenosha,Wisconsin,US,42.57639354,-88.04051686,391,12,0,379
16073,Owyhee,Idaho,US,42.58016894,-116.1693871,8,0,0,8
25011,Franklin,Massachusetts,US,42.58119713,-72.58602547,257,37,0,220
36095,Schoharie,New York,US,42.58831742,-74.4433903,42,0,0,42
26005,Allegan,Michigan,US,42.59147037,-85.89102866,98,2,0,96
36023,Cortland,New York,US,42.59509207,-76.07048931,28,0,0,28
26015,Barry,Michigan,US,42.59513984,-85.30834519,35,1,0,34
26045,Eaton,Michigan,US,42.59599185,-84.83740035,131,6,0,125
26065,Ingham,Michigan,US,42.59716886,-84.37472069,470,11,0,459
31027,Cedar,Nebraska,US,42.5988851,-97.25311951,4,0,0,4
36001,Albany,New York,US,42.60060306,-73.97723916,1165,41,0,1124
,,,Kosovo,42.602636,20.902977,799,22,249,528
26093,Livingston,Michigan,US,42.60302282,-83.91297209,337,19,0,318
36077,Otsego,New York,US,42.63492579,-75.03151402,67,4,0,63
36123,Yates,New York,US,42.63505484,-77.10369919,18,1,0,17
31107,Knox,Nebraska,US,42.63758421,-97.89178836,2,0,0,2
55065,Lafayette,Wisconsin,US,42.66005229,-90.1317729,4,0,0,4
26125,Oakland,Michigan,US,42.66090111,-83.38595416,7267,696,0,6571
55127,Walworth,Wisconsin,US,42.66858202,-88.54163073,161,8,0,153
25009,Essex,Massachusetts,US,42.6687626,-70.94687179,8673,448,0,8225
16005,Bannock,Idaho,US,42.67002716,-112.2233311,11,0,0,11
55105,Rock,Wisconsin,US,42.67151616,-89.071479,198,6,0,192
55045,Green,Wisconsin,US,42.6794956,-89.60243287,12,0,0,12
41035,Klamath,Oregon,US,42.68762984,-121.6496461,38,0,0,38
16053,Jerome,Idaho,US,42.68891267,-114.2655033,51,2,0,49
26099,Macomb,Michigan,US,42.69158356,-82.92752801,5513,603,0,4910
16077,Power,Idaho,US,42.69254894,-112.8395742,2,0,0,2
36121,Wyoming,New York,US,42.70145109,-78.22199579,67,5,0,62
,,,Montenegro,42.708678,19.37439,322,7,214,101
36083,Rensselaer,New York,US,42.71348136,-73.51089874,287,11,0,276
31045,Dawes,Nebraska,US,42.71985036,-103.1313774,2,0,0,2
36051,Livingston,New York,US,42.72596275,-77.77966158,69,5,0,64
19023,Butler,Iowa,US,42.73172833,-92.79015971,9,0,0,9
19069,Franklin,Iowa,US,42.73270384,-93.26256925,2,0,0,2
19197,Wright,Iowa,US,42.73305373,-93.73515113,3,0,0,3
,,,Bulgaria,42.7339,25.4858,1506,66,266,1174
19151,Pocahontas,Iowa,US,42.73420133,-94.67862564,1,0,0,1
19035,Cherokee,Iowa,US,42.73538914,-95.62389402,2,0,0,2
19021,Buena Vista,Iowa,US,42.73545875,-95.15100162,4,0,0,4
19149,Plymouth,Iowa,US,42.737633,-96.21366621,12,0,0,12
55101,Racine,Wisconsin,US,42.74753117,-88.05941254,355,12,0,343
36029,Erie,New York,US,42.76249024,-78.73063652,3319,266,0,3053
56035,Sublette,Wyoming,US,42.76558279,-109.9130922,3,0,0,3
16029,Caribou,Idaho,US,42.77149116,-111.5597683,1,0,0,1
19017,Bremer,Iowa,US,42.77461496,-92.31795937,51,3,0,48
19091,Humboldt,Iowa,US,42.7764426,-94.20722537,4,0,0,4
36099,Seneca,New York,US,42.78081007,-76.82497064,39,0,0,39
36093,Schenectady,New York,US,42.81668777,-74.05278291,501,22,0,479
46127,Union,South Dakota,US,42.83112163,-96.6557828,18,0,0,18
19043,Clayton,Iowa,US,42.84443388,-91.34133693,14,1,0,13
36069,Ontario,New York,US,42.85145728,-77.30874425,90,9,0,81
16067,Minidoka,Idaho,US,42.85518524,-113.6357257,11,0,0,11
19065,Fayette,Iowa,US,42.86271799,-91.8441231,20,0,0,20
55043,Grant,Wisconsin,US,42.8671731,-90.7063218,37,6,0,31
36057,Montgomery,New York,US,42.90123494,-74.44011632,53,1,0,52
36011,Cayuga,New York,US,42.91261714,-76.55731592,48,1,0,47
46027,Clay,South Dakota,US,42.91296147,-96.97656917,6,0,0,6
33011,Hillsborough,New Hampshire,US,42.91537785,-71.7200253,964,31,0,933
36053,Madison,New York,US,42.91653905,-75.67266639,131,5,0,126
33005,Cheshire,New Hampshire,US,42.92015988,-72.25311043,40,2,0,38
26147,St. Clair,Michigan,US,42.92655373,-82.67937954,328,21,0,307
26037,Clinton,Michigan,US,42.94400871,-84.60145248,118,9,0,109
26067,Ionia,Michigan,US,42.94502238,-85.07413319,76,2,0,74
26155,Shiawassee,Michigan,US,42.953928,-84.14585902,180,10,0,170
26139,Ottawa,Michigan,US,42.95996803,-85.9969107,236,9,0,227
56025,Natrona,Wyoming,US,42.96180148,-106.797885,49,0,0,49
16047,Gooding,Idaho,US,42.96927962,-114.8108306,11,0,0,11
56009,Converse,Wyoming,US,42.97272268,-105.5081848,22,0,0,22
33015,Rockingham,New Hampshire,US,42.98499744,-71.12883377,692,16,0,676
50025,Windham,Vermont,US,42.986982,-72.71268875,71,3,0,68
46009,Bon Homme,South Dakota,US,42.98914167,-97.88592746,4,0,0,4
55049,Iowa,Wisconsin,US,43.00050278,-90.13469017,7,0,0,7
16063,Lincoln,Idaho,US,43.0012336,-114.1358773,27,0,0,27
36037,Genesee,New York,US,43.0022601,-78.19135193,153,3,0,150
55079,Milwaukee,Wisconsin,US,43.00486062,-87.96733172,2940,181,0,2759
36067,Onondaga,New York,US,43.00491923,-76.19971155,832,30,0,802
46135,Yankton,South Dakota,US,43.00924485,-97.39467635,26,0,0,26
55133,Waukesha,Wisconsin,US,43.01833055,-88.30431188,336,19,0,317
55055,Jefferson,Wisconsin,US,43.02054068,-88.77529134,45,0,0,45
26049,Genesee,Michigan,US,43.02244215,-83.70589709,1581,188,0,1393
26081,Kent,Michigan,US,43.03197711,-85.54934642,1479,33,0,1446
50003,Bennington,Vermont,US,43.03519828,-73.09048868,44,1,0,43
56013,Fremont,Wyoming,US,43.04183996,-108.6296893,116,0,0,116
56027,Niobrara,Wyoming,US,43.05607708,-104.4758896,2,0,0,2
19037,Chickasaw,Iowa,US,43.06001295,-92.31773347,5,0,0,5
41025,Harney,Oregon,US,43.06422669,-118.9666306,1,0,0,1
55025,Dane,Wisconsin,US,43.06601594,-89.41733797,428,22,0,406
19033,Cerro Gordo,Iowa,US,43.08177563,-93.2612239,14,0,0,14
19081,Hancock,Iowa,US,43.08178477,-93.73454884,3,0,0,3
19167,Sioux,Iowa,US,43.08221074,-96.1767568,9,0,0,9
19041,Clay,Iowa,US,43.08247182,-95.15096481,4,0,0,4
19141,O'Brien,Iowa,US,43.08310673,-95.62474482,8,0,0,8
26087,Lapeer,Michigan,US,43.09052506,-83.22153148,170,24,0,146
36091,Saratoga,New York,US,43.10904162,-73.86653895,354,11,0,343
36035,Fulton,New York,US,43.11363907,-74.41798804,71,0,0,71
36055,Monroe,New York,US,43.14638895,-77.69322942,1441,115,0,1326
36117,Wayne,New York,US,43.15494365,-77.02976528,71,1,0,70
41011,Coos,Oregon,US,43.17406868,-124.0594514,20,0,0,20
46121,Todd,South Dakota,US,43.19338568,-100.7195503,1,0,0,1
41045,Malheur,Oregon,US,43.1937027,-117.6227395,8,0,0,8
36063,Niagara,New York,US,43.19898042,-78.74777412,420,21,0,399
19109,Kossuth,Iowa,US,43.20405458,-94.20691791,2,0,0,2
46023,Charles Mix,South Dakota,US,43.20660134,-98.58856175,5,0,0,5
16011,Bingham,Idaho,US,43.2167288,-112.3978437,4,0,0,4
55023,Crawford,Wisconsin,US,43.23870316,-90.93073686,3,0,0,3
46047,Fall River,South Dakota,US,43.23929297,-103.5275691,1,0,0,1
36065,Oneida,New York,US,43.24375382,-75.43710392,439,15,0,424
36073,Orleans,New York,US,43.2516977,-78.2320066,89,9,0,80
46083,Lincoln,South Dakota,US,43.27841182,-96.7203905,147,0,0,147
41019,Douglas,Oregon,US,43.27941273,-123.167291,23,0,0,23
19005,Allamakee,Iowa,US,43.28383218,-91.37860922,89,3,0,86
19191,Winneshiek,Iowa,US,43.29094334,-91.84422722,15,0,0,15
26121,Muskegon,Michigan,US,43.29123859,-86.15176712,276,17,0,259
33017,Strafford,New Hampshire,US,43.291833,-71.02336013,141,7,0,134
26057,Gratiot,Michigan,US,43.29265605,-84.60505416,13,1,0,12
33013,Merrimack,New Hampshire,US,43.29662971,-71.6811573,177,3,0,174
26117,Montcalm,Michigan,US,43.31082541,-85.15252824,40,1,0,39
46125,Turner,South Dakota,US,43.3109081,-97.14865776,17,0,0,17
36115,Washington,New York,US,43.31153794,-73.43043448,148,2,0,146
26145,Saginaw,Michigan,US,43.33433923,-84.0513121,663,59,0,604
46067,Hutchinson,South Dakota,US,43.33449012,-97.75536441,3,0,0,3
46102,Oglala Lakota,South Dakota,US,43.33749164,-102.5555498,1,0,0,1
16039,Elmore,Idaho,US,43.3507101,-115.4701578,30,2,0,28
19131,Mitchell,Iowa,US,43.35638371,-92.78887719,2,0,0,2
19089,Howard,Iowa,US,43.35671042,-92.31702714,10,0,0,10
33019,Sullivan,New Hampshire,US,43.36094111,-72.22203125,12,1,0,11
55131,Washington,Wisconsin,US,43.36863664,-88.22974712,98,4,0,94
55103,Richland,Wisconsin,US,43.3762778,-90.43012729,12,2,0,10
19195,Worth,Iowa,US,43.37750768,-93.26087602,1,0,0,1
19189,Winnebago,Iowa,US,43.37751174,-93.73407298,2,0,0,2
19063,Emmet,Iowa,US,43.37782951,-94.67858943,0,0,0,0
19059,Dickinson,Iowa,US,43.37787725,-95.1510206,6,0,0,6
19143,Osceola,Iowa,US,43.37824276,-95.62422844,9,0,0,9
19119,Lyon,Iowa,US,43.38107862,-96.20926845,13,0,0,13
55089,Ozaukee,Wisconsin,US,43.38352225,-87.94625009,88,9,0,79
46043,Douglas,South Dakota,US,43.38520741,-98.36978007,1,0,0,1
16019,Bonneville,Idaho,US,43.38713372,-111.6161537,28,0,0,28
16013,Blaine,Idaho,US,43.4085812,-113.9752658,498,5,0,493
55027,Dodge,Wisconsin,US,43.41576662,-88.70928178,33,1,0,32
36043,Herkimer,New York,US,43.42034246,-74.96145307,58,3,0,55
26151,Sanilac,Michigan,US,43.42406072,-82.82055898,35,4,0,31
55111,Sauk,Wisconsin,US,43.42574087,-89.94966132,45,3,0,42
36075,Oswego,New York,US,43.42778894,-76.14635194,63,3,0,60
16001,Ada,Idaho,US,43.4526575,-116.2415516,671,16,0,655
55021,Columbia,Wisconsin,US,43.46492199,-89.33589004,27,1,0,26
26157,Tuscola,Michigan,US,43.46606813,-83.41897025,105,14,0,91
16025,Camas,Idaho,US,43.46665742,-114.8065892,1,0,0,1
23031,York,Maine,US,43.47808377,-70.71052375,205,7,0,198
33001,Belknap,New Hampshire,US,43.51637314,-71.41684235,34,0,0,34
26123,Newaygo,Michigan,US,43.554374,-85.80070107,22,0,0,22
36113,Warren,New York,US,43.56173026,-73.8433699,176,0,0,176
50021,Rutland,Vermont,US,43.57723578,-73.03741676,45,1,0,44
50027,Windsor,Vermont,US,43.58010937,-72.58595157,40,2,0,38
55123,Vernon,Wisconsin,US,43.59422667,-90.8324691,1,0,0,1
16027,Canyon,Idaho,US,43.61970148,-116.7095499,252,6,0,246
26073,Isabella,Michigan,US,43.64060976,-84.84664923,61,7,0,54
26107,Mecosta,Michigan,US,43.64064262,-85.32463223,14,1,0,13
26127,Oceana,Michigan,US,43.64124435,-86.26726673,9,1,0,8
26111,Midland,Michigan,US,43.64330771,-84.38804374,61,5,0,56
36041,Hamilton,New York,US,43.66146647,-74.49721957,3,0,0,3
,,Jilin,China,43.6661,126.1923,111,1,101,9
27055,Houston,Minnesota,US,43.67129565,-91.49143057,1,0,0,1
27099,Mower,Minnesota,US,43.67142874,-92.75234549,28,0,0,28
27043,Faribault,Minnesota,US,43.67381499,-93.94787458,5,0,0,5
27047,Freeborn,Minnesota,US,43.67385583,-93.34884422,34,0,0,34
27045,Fillmore,Minnesota,US,43.67394126,-92.08980382,12,1,0,11
27063,Jackson,Minnesota,US,43.67423373,-95.15398258,14,0,0,14
46087,McCook,South Dakota,US,43.6742571,-97.36863144,4,1,0,3
27091,Martin,Minnesota,US,43.67429718,-94.55099908,88,4,0,84
27105,Nobles,Minnesota,US,43.67434621,-95.75329576,742,1,0,741
46099,Minnehaha,South Dakota,US,43.67441641,-96.7910885,2038,8,0,2030
27133,Rock,Minnesota,US,43.67482683,-96.25296832,11,0,0,11
46035,Davison,South Dakota,US,43.67490933,-98.14458906,5,0,0,5
26017,Bay,Michigan,US,43.70639106,-83.98731479,143,4,0,139
46015,Brule,South Dakota,US,43.71756379,-99.08118954,0,0,0,0
46003,Aurora,South Dakota,US,43.71757685,-98.56050467,1,0,0,1
56017,Hot Springs,Wyoming,US,43.71930657,-108.4423174,3,0,0,3
55117,Sheboygan,Wisconsin,US,43.72099677,-87.94579284,47,2,0,45
,,,Monaco,43.7333,7.4167,95,4,64,27
16081,Teton,Idaho,US,43.75303583,-111.2056773,9,0,0,9
55039,Fond du Lac,Wisconsin,US,43.75354908,-88.48885325,69,3,0,66
16065,Madison,Idaho,US,43.78141028,-111.6538474,10,0,0,10
36049,Lewis,New York,US,43.7844157,-75.44903992,9,0,0,9
55047,Green Lake,Wisconsin,US,43.80025981,-89.04679553,2,0,0,2
55077,Marquette,Wisconsin,US,43.81911946,-89.40073763,3,1,0,2
16051,Jefferson,Idaho,US,43.82078483,-112.3131749,5,0,0,5
26063,Huron,Michigan,US,43.83353985,-83.04078453,17,0,0,17
23005,Cumberland,Maine,US,43.8370751,-70.37226999,486,26,0,460
33003,Carroll,New Hampshire,US,43.87498583,-71.20430216,31,0,0,31
46085,Lyman,South Dakota,US,43.89522709,-99.85201878,3,0,0,3
56043,Washakie,Wyoming,US,43.90451606,-107.680187,8,0,0,8
55063,La Crosse,Wisconsin,US,43.90632465,-91.11451093,28,0,0,28
41017,Deschutes,Oregon,US,43.91570171,-121.2289121,76,0,0,76
,,,Bosnia and Herzegovina,43.9159,17.6791,1757,69,727,961
55057,Juneau,Wisconsin,US,43.92456975,-90.11120239,17,1,0,16
56039,Teton,Wyoming,US,43.93522482,-110.5890801,96,0,0,96
41039,Lane,Oregon,US,43.93727035,-122.847753,50,2,0,48
33009,Grafton,New Hampshire,US,43.93779815,-71.82057197,50,0,0,50
,,,San Marino,43.9424,12.4578,569,41,78,450
55081,Monroe,Wisconsin,US,43.94641218,-90.618819,14,1,0,13
23023,Sagadahoc,Maine,US,43.95415864,-69.85074999,19,0,0,19
55001,Adams,Wisconsin,US,43.96974651,-89.76782777,4,1,0,3
27165,Watonwan,Minnesota,US,43.97823903,-94.61413846,11,0,0,11
27169,Winona,Minnesota,US,43.98772283,-91.78081305,66,15,0,51
26035,Clare,Michigan,US,43.98794227,-84.8481986,11,1,0,10
26051,Gladwin,Michigan,US,43.98901072,-84.38774817,15,1,0,14
26133,Osceola,Michigan,US,43.98992088,-85.32566756,8,0,0,8
26085,Lake,Michigan,US,43.99050893,-85.802173,2,0,0,2
26105,Mason,Michigan,US,43.99509218,-86.24988902,11,0,0,11
46103,Pennington,South Dakota,US,44.0025835,-102.8240777,12,1,0,11
27109,Olmsted,Minnesota,US,44.00374114,-92.40209944,265,6,0,259
50017,Orange,Vermont,US,44.00470222,-72.37640104,7,0,0,7
16075,Payette,Idaho,US,44.00545243,-116.7647695,16,1,0,15
27033,Cottonwood,Minnesota,US,44.00715262,-95.18138802,20,0,0,20
,,,Serbia,44.0165,21.0059,9009,179,1343,7487
46079,Lake,South Dakota,US,44.02193107,-97.12926365,4,0,0,4
46097,Miner,South Dakota,US,44.02197882,-97.60992207,1,0,0,1
27161,Waseca,Minnesota,US,44.02211116,-93.58720034,4,0,0,4
27101,Murray,Minnesota,US,44.02216709,-95.76328482,13,0,0,13
27039,Dodge,Minnesota,US,44.02238415,-92.86244324,21,0,0,21
27147,Steele,Minnesota,US,44.02240351,-93.22627088,16,0,0,16
46101,Moody,South Dakota,US,44.02266214,-96.67081159,5,0,0,5
27117,Pipestone,Minnesota,US,44.02301619,-96.25841142,2,0,0,2
46111,Sanborn,South Dakota,US,44.02351092,-98.0909816,3,0,0,3
50001,Addison,Vermont,US,44.03217337,-73.14130877,61,2,0,59
27013,Blue Earth,Minnesota,US,44.03554215,-94.06699781,38,0,0,38
56019,Johnson,Wyoming,US,44.04057166,-106.5845174,15,1,0,14
36045,Jefferson,New York,US,44.04200959,-75.94653457,61,0,0,61
23015,Lincoln,Maine,US,44.05996956,-69.54227124,13,0,0,13
26011,Arenac,Michigan,US,44.0636262,-83.89277559,24,1,0,23
16045,Gem,Idaho,US,44.06482372,-116.398376,12,0,0,12
46073,Jerauld,South Dakota,US,44.06637798,-98.62965972,6,1,0,5
55139,Winnebago,Wisconsin,US,44.06886922,-88.64477096,53,1,0,52
46017,Buffalo,South Dakota,US,44.07657829,-99.20814467,1,0,0,1
55015,Calumet,Wisconsin,US,44.0816316,-88.21780273,13,0,0,13
,,Inner Mongolia,China,44.0935,113.9448,201,1,152,48
55137,Waushara,Wisconsin,US,44.11324419,-89.24317107,2,0,0,2
23013,Knox,Maine,US,44.11486325,-69.10529169,16,0,0,16
36031,Essex,New York,US,44.11630765,-73.77297842,28,0,0,28
55071,Manitowoc,Wisconsin,US,44.11946801,-87.80928853,11,1,0,10
41013,Crook,Oregon,US,44.14230227,-120.356297,1,0,0,1
23001,Androscoggin,Maine,US,44.1664747,-70.20380627,48,2,0,46
16043,Fremont,Idaho,US,44.22800938,-111.4809943,2,0,0,2
16037,Custer,Idaho,US,44.24186819,-114.2855494,2,0,0,2
27015,Brown,Minnesota,US,44.24205652,-94.72562874,8,1,0,7
56005,Campbell,Wyoming,US,44.24886082,-105.5474404,24,0,0,24
50023,Washington,Vermont,US,44.27343241,-72.61604978,33,1,0,32
27157,Wabasha,Minnesota,US,44.28424356,-92.23121312,8,0,0,8
55121,Trempealeau,Wisconsin,US,44.30360275,-91.35893614,3,0,0,3
